variant,seed,acc_train,acc_test,t_repr_s,t_fit_s,t_eval_s,t_total_s,dim,wl_t,wl_kmax,dw_p,dw_R,dw_t,dw_kmax,mlp_p,mlp_R,mlp_t,mlp_kmax,mlp_layers,mlp_hidden,mlp_d,mlp_act,p,n,variant_dir
WL,20250926,0.6392857142857142,0.5972222222222222,0.0305659770965576,0.0024702548980712,0.0006966590881347,0.0347139835357666,8,3,8,0.1,50,3,20,0.1,100,3,8,10,64,64,relu,,8,p0.1_R100_L10_H64_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0306060314178466,0.0024499893188476,0.0007102489471435,0.0346763134002685,8,3,8,0.1,50,3,20,0.1,100,3,8,10,64,64,relu,,8,p0.1_R100_L10_H64_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0306589603424072,0.0024890899658203,0.000701904296875,0.0347657203674316,8,3,8,0.1,50,3,20,0.1,100,3,8,10,64,64,relu,,8,p0.1_R100_L10_H64_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0343017578125,0.0050158500671386,0.0008020401000976,0.0416550636291503,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,32,relu,,8,p0.1_R100_L2_H128_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0310511589050292,0.0024809837341308,0.0006980895996093,0.0352160930633544,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,32,relu,,8,p0.1_R100_L2_H128_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0310950279235839,0.0024068355560302,0.0006961822509765,0.0351338386535644,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,32,relu,,8,p0.1_R100_L2_H128_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310180187225341,0.0024850368499755,0.0006999969482421,0.0351331233978271,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,32,relu,,8,p0.1_R100_L2_H128_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.033160924911499,0.0043880939483642,0.0007529258728027,0.0396349430084228,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,64,relu,,8,p0.1_R100_L2_H128_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0310359001159667,0.0024881362915039,0.0006959438323974,0.0351808071136474,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,64,relu,,8,p0.1_R100_L2_H128_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0310211181640625,0.0024259090423583,0.0007011890411376,0.0350618362426757,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,64,relu,,8,p0.1_R100_L2_H128_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0308191776275634,0.0025258064270019,0.0007040500640869,0.0349771976470947,8,3,8,0.1,50,3,20,0.1,100,3,8,2,128,64,relu,,8,p0.1_R100_L2_H128_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0337190628051757,0.0045833587646484,0.0007789134979248,0.0404498577117919,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,32,relu,,8,p0.1_R100_L2_H20_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0321137905120849,0.0030651092529296,0.0008189678192138,0.0369501113891601,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,32,relu,,8,p0.1_R100_L2_H20_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.031102180480957,0.0024118423461914,0.0006940364837646,0.0351159572601318,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,32,relu,,8,p0.1_R100_L2_H20_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0308990478515625,0.0024702548980712,0.0006909370422363,0.0349712371826171,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,32,relu,,8,p0.1_R100_L2_H20_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0342180728912353,0.0043301582336425,0.0007228851318359,0.0405781269073486,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,64,relu,,8,p0.1_R100_L2_H20_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0315659046173095,0.0025029182434082,0.0007002353668212,0.0357470512390136,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,64,relu,,8,p0.1_R100_L2_H20_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0313258171081543,0.0027229785919189,0.0006909370422363,0.0357160568237304,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,64,relu,,8,p0.1_R100_L2_H20_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310640335083007,0.002507209777832,0.0006937980651855,0.0351691246032714,8,3,8,0.1,50,3,20,0.1,100,3,8,2,20,64,relu,,8,p0.1_R100_L2_H20_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0345120429992675,0.0050187110900878,0.0008690357208251,0.0418019294738769,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,32,relu,,8,p0.1_R100_L2_H64_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0313289165496826,0.0024998188018798,0.0007021427154541,0.0354971885681152,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,32,relu,,8,p0.1_R100_L2_H64_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0314161777496337,0.0025460720062255,0.0007078647613525,0.0355920791625976,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,32,relu,,8,p0.1_R100_L2_H64_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0313899517059326,0.0024540424346923,0.0006866455078125,0.0354518890380859,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,32,relu,,8,p0.1_R100_L2_H64_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.033135175704956,0.0044538974761962,0.0007421970367431,0.0399050712585449,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,64,relu,,8,p0.1_R100_L2_H64_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0308856964111328,0.0024693012237548,0.0006897449493408,0.0350279808044433,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,64,relu,,8,p0.1_R100_L2_H64_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0314669609069824,0.0025548934936523,0.0007200241088867,0.0356800556182861,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,64,relu,,8,p0.1_R100_L2_H64_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310049057006835,0.0026178359985351,0.0007112026214599,0.0352530479431152,8,3,8,0.1,50,3,20,0.1,100,3,8,2,64,64,relu,,8,p0.1_R100_L2_H64_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0317881107330322,0.0042567253112792,0.0007491111755371,0.0380589962005615,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,32,relu,,8,p0.1_R100_L3_H128_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0308070182800292,0.0025727748870849,0.0007050037384033,0.0351810455322265,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,32,relu,,8,p0.1_R100_L3_H128_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.030642032623291,0.0026500225067138,0.0006971359252929,0.0349941253662109,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,32,relu,,8,p0.1_R100_L3_H128_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0306980609893798,0.0024921894073486,0.0007147789001464,0.0348181724548339,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,32,relu,,8,p0.1_R100_L3_H128_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0323641300201416,0.0042970180511474,0.0007390975952148,0.0387318134307861,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,64,relu,,8,p0.1_R100_L3_H128_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0309710502624511,0.002493143081665,0.0007057189941406,0.0351381301879882,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,64,relu,,8,p0.1_R100_L3_H128_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0310230255126953,0.0027089118957519,0.0007097721099853,0.0354030132293701,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,64,relu,,8,p0.1_R100_L3_H128_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310499668121337,0.0025417804718017,0.0006930828094482,0.0352838039398193,8,3,8,0.1,50,3,20,0.1,100,3,8,3,128,64,relu,,8,p0.1_R100_L3_H128_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0319480895996093,0.0046091079711914,0.0007779598236083,0.0386900901794433,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,32,relu,,8,p0.1_R100_L3_H20_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0311441421508789,0.0028548240661621,0.0007159709930419,0.0358059406280517,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,32,relu,,8,p0.1_R100_L3_H20_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0309579372406005,0.0023918151855468,0.0006980895996093,0.0350949764251709,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,32,relu,,8,p0.1_R100_L3_H20_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0309340953826904,0.0024662017822265,0.0007009506225585,0.035017967224121,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,32,relu,,8,p0.1_R100_L3_H20_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0322201251983642,0.0042130947113037,0.0011310577392578,0.0389139652252197,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,64,relu,,8,p0.1_R100_L3_H20_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0310652256011962,0.0026023387908935,0.0007088184356689,0.035384178161621,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,64,relu,,8,p0.1_R100_L3_H20_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.030837059020996,0.0024440288543701,0.0007038116455078,0.0348849296569824,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,64,relu,,8,p0.1_R100_L3_H20_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0307979583740234,0.0024828910827636,0.0006911754608154,0.034877061843872,8,3,8,0.1,50,3,20,0.1,100,3,8,3,20,64,relu,,8,p0.1_R100_L3_H20_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0340769290924072,0.0046582221984863,0.0007839202880859,0.0409109592437744,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,32,relu,,8,p0.1_R100_L3_H64_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0312509536743164,0.0024678707122802,0.0007040500640869,0.0353868007659912,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,32,relu,,8,p0.1_R100_L3_H64_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0310430526733398,0.0024592876434326,0.000709056854248,0.0351219177246093,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,32,relu,,8,p0.1_R100_L3_H64_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0311770439147949,0.0024528503417968,0.0006830692291259,0.0352246761322021,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,32,relu,,8,p0.1_R100_L3_H64_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0329129695892334,0.0044209957122802,0.0007448196411132,0.0394561290740966,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,64,relu,,8,p0.1_R100_L3_H64_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.03106689453125,0.0024871826171875,0.0007011890411376,0.0352180004119873,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,64,relu,,8,p0.1_R100_L3_H64_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0315372943878173,0.0027968883514404,0.000709056854248,0.0359759330749511,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,64,relu,,8,p0.1_R100_L3_H64_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310862064361572,0.0026049613952636,0.0007069110870361,0.035463809967041,8,3,8,0.1,50,3,20,0.1,100,3,8,3,64,64,relu,,8,p0.1_R100_L3_H64_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0330109596252441,0.0044951438903808,0.0007460117340087,0.0396370887756347,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,32,relu,,8,p0.1_R100_L5_H128_D32_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0313930511474609,0.0024912357330322,0.0006930828094482,0.0355660915374755,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,32,relu,,8,p0.1_R100_L5_H128_D32_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0313663482666015,0.0023868083953857,0.0006890296936035,0.0353701114654541,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,32,relu,,8,p0.1_R100_L5_H128_D32_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0313191413879394,0.0025100708007812,0.000699758529663,0.0354540348052978,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,32,relu,,8,p0.1_R100_L5_H128_D32_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0345258712768554,0.004645824432373,0.0007531642913818,0.04134202003479,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,64,relu,,8,p0.1_R100_L5_H128_D64_relu
WL,20250926,0.6392857142857142,0.5972222222222222,0.0313339233398437,0.0026700496673583,0.0007121562957763,0.0357489585876464,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,64,relu,,8,p0.1_R100_L5_H128_D64_relu
WL,20250927,0.6571428571428571,0.5638888888888889,0.0325188636779785,0.0024161338806152,0.0006897449493408,0.0365710258483886,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,64,relu,,8,p0.1_R100_L5_H128_D64_relu
WL,20250928,0.6273809523809524,0.6055555555555555,0.0310208797454834,0.0024530887603759,0.0006961822509765,0.0350940227508544,8,3,8,0.1,50,3,20,0.1,100,3,8,5,128,64,relu,,8,p0.1_R100_L5_H128_D64_relu
WL,20250925,0.6095238095238096,0.6722222222222223,0.0333847999572753,0.004296064376831,0.0007228851318359,0.0397522449493408,8,3,8,0.1,50,3,20,0.1,100,3,8,5,20,32,relu,,8,p0.1_R100_L5_H20_D32_relu
