variant,seed,acc_train,acc_test,t_repr_s,t_fit_s,t_eval_s,t_total_s,dim,wl_t,wl_kmax,dw_p,dw_R,dw_t,dw_kmax,mlp_p,mlp_R,mlp_t,mlp_kmax,mlp_layers,mlp_hidden,mlp_d,mlp_act,p,n,variant_dir
WL,20250925,0.9988095238095238,1.0,0.2013990879058838,0.0089271068572998,0.0009107589721679,0.212601900100708,40,3,40,0.1,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R100
WL,20250926,0.9988095238095238,1.0,0.2109107971191406,0.0107147693634033,0.0011501312255859,0.2237770557403564,40,3,40,0.1,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R100
WL,20250927,0.9988095238095238,1.0,0.1914329528808593,0.0060641765594482,0.0007410049438476,0.1991581916809082,40,3,40,0.1,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R100
WL,20250928,0.9988095238095238,1.0,0.1924400329589843,0.0084543228149414,0.0007247924804687,0.2025432586669922,40,3,40,0.1,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R100
WL,20250925,0.9988095238095238,1.0,0.1933162212371826,0.0073189735412597,0.0009121894836425,0.2030172348022461,40,3,40,0.1,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R50
WL,20250926,0.9988095238095238,1.0,0.1942849159240722,0.0043315887451171,0.0007910728454589,0.2004108428955078,40,3,40,0.1,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R50
WL,20250927,0.9988095238095238,1.0,0.1936461925506591,0.0057349205017089,0.0007860660552978,0.2012350559234619,40,3,40,0.1,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R50
WL,20250928,0.9988095238095238,1.0,0.1933968067169189,0.006134033203125,0.0007688999176025,0.2012310028076172,40,3,40,0.1,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.1_R50
WL,20250925,0.9988095238095238,1.0,0.200516939163208,0.0081372261047363,0.0008471012115478,0.2108421325683593,40,3,40,0.2,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R100
WL,20250926,0.9988095238095238,1.0,0.1935429573059082,0.0045969486236572,0.0007791519165039,0.199955940246582,40,3,40,0.2,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R100
WL,20250927,0.9988095238095238,1.0,0.1942648887634277,0.0052039623260498,0.0007312297821044,0.2011299133300781,40,3,40,0.2,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R100
WL,20250928,0.9988095238095238,1.0,0.1933000087738037,0.0049080848693847,0.0008120536804199,0.2000598907470703,40,3,40,0.2,100,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R100
WL,20250925,0.9988095238095238,1.0,0.206691026687622,0.0078547000885009,0.000802993774414,0.2167842388153076,40,3,40,0.2,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R50
WL,20250926,0.9988095238095238,1.0,0.2116060256958007,0.0051019191741943,0.0009181499481201,0.2186818122863769,40,3,40,0.2,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R50
WL,20250927,0.9988095238095238,1.0,0.1960339546203613,0.0049729347229003,0.0007710456848144,0.2027797698974609,40,3,40,0.2,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R50
WL,20250928,0.9988095238095238,1.0,0.1943461894989013,0.0045852661132812,0.0008220672607421,0.2006711959838867,40,3,40,0.2,50,3,40,0.1,50,3,20,2,128,64,relu,,40,p0.2_R50
WL,20250925,0.9988095238095238,1.0,0.1930930614471435,0.0068638324737548,0.0009510517120361,0.2022478580474853,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,32,relu,,40,p0.1_R100_L10_H128_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1993920803070068,0.0073840618133544,0.0008220672607421,0.2086658477783203,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,32,relu,,40,p0.1_R100_L10_H128_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1983988285064697,0.0050818920135498,0.00095796585083,0.2054009437561035,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,32,relu,,40,p0.1_R100_L10_H128_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1977918148040771,0.0052340030670166,0.0008337497711181,0.2047598361968994,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,32,relu,,40,p0.1_R100_L10_H128_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1895248889923095,0.0070481300354003,0.0008997917175292,0.1988701820373535,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,64,relu,,40,p0.1_R100_L10_H128_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1921877861022949,0.0054249763488769,0.0008089542388916,0.1993939876556396,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,64,relu,,40,p0.1_R100_L10_H128_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1926939487457275,0.0064806938171386,0.0008130073547363,0.200923204421997,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,64,relu,,40,p0.1_R100_L10_H128_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1923649311065673,0.006443977355957,0.0007388591766357,0.2004590034484863,40,3,40,0.1,50,3,20,0.1,100,3,40,10,128,64,relu,,40,p0.1_R100_L10_H128_D64_relu
WL,20250925,0.9988095238095238,1.0,0.190425157546997,0.007004976272583,0.0008032321929931,0.1996591091156005,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,32,relu,,40,p0.1_R100_L10_H20_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1928911209106445,0.0055742263793945,0.0007317066192626,0.2001547813415527,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,32,relu,,40,p0.1_R100_L10_H20_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1935818195343017,0.0047810077667236,0.0007481575012207,0.2000200748443603,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,32,relu,,40,p0.1_R100_L10_H20_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1924760341644287,0.006160020828247,0.00077486038208,0.2003040313720703,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,32,relu,,40,p0.1_R100_L10_H20_D32_relu
WL,20250925,0.9988095238095238,1.0,0.2016072273254394,0.00653076171875,0.0007941722869873,0.2103269100189209,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,64,relu,,40,p0.1_R100_L10_H20_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1964831352233886,0.0054490566253662,0.0007569789886474,0.2036459445953369,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,64,relu,,40,p0.1_R100_L10_H20_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1959149837493896,0.0045502185821533,0.0007240772247314,0.2020900249481201,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,64,relu,,40,p0.1_R100_L10_H20_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1952381134033203,0.0055971145629882,0.00099778175354,0.2027318477630615,40,3,40,0.1,50,3,20,0.1,100,3,40,10,20,64,relu,,40,p0.1_R100_L10_H20_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1879487037658691,0.0067088603973388,0.0009431838989257,0.1969499588012695,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,32,relu,,40,p0.1_R100_L10_H64_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1925139427185058,0.0050170421600341,0.0007219314575195,0.1992321014404297,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,32,relu,,40,p0.1_R100_L10_H64_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1931071281433105,0.0047929286956787,0.0007281303405761,0.1996612548828125,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,32,relu,,40,p0.1_R100_L10_H64_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1928739547729492,0.0058770179748535,0.0007147789001464,0.2004079818725586,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,32,relu,,40,p0.1_R100_L10_H64_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1911652088165283,0.1053278446197509,0.0120918750762939,0.3099110126495361,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,64,relu,,40,p0.1_R100_L10_H64_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1931512355804443,0.0045642852783203,0.0007367134094238,0.1994287967681884,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,64,relu,,40,p0.1_R100_L10_H64_D64_relu
WL,20250927,0.9988095238095238,1.0,0.192929983139038,0.0046999454498291,0.0008838176727294,0.1994259357452392,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,64,relu,,40,p0.1_R100_L10_H64_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1919939517974853,0.0048270225524902,0.0007648468017578,0.1986889839172363,40,3,40,0.1,50,3,20,0.1,100,3,40,10,64,64,relu,,40,p0.1_R100_L10_H64_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1980388164520263,0.0071122646331787,0.000864028930664,0.2074198722839355,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,32,relu,,40,p0.1_R100_L2_H128_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1927926540374755,0.004875898361206,0.0007457733154296,0.1993851661682129,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,32,relu,,40,p0.1_R100_L2_H128_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1938331127166748,0.0050747394561767,0.0009801387786865,0.2008109092712402,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,32,relu,,40,p0.1_R100_L2_H128_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1929237842559814,0.0055110454559326,0.0007169246673583,0.2001509666442871,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,32,relu,,40,p0.1_R100_L2_H128_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1928210258483886,0.0067431926727294,0.0009098052978515,0.2018370628356933,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,64,relu,,40,p0.1_R100_L2_H128_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1932342052459716,0.0046088695526123,0.0007200241088867,0.1995482444763183,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,64,relu,,40,p0.1_R100_L2_H128_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1941778659820556,0.0047297477722167,0.0007491111755371,0.2006258964538574,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,64,relu,,40,p0.1_R100_L2_H128_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1931657791137695,0.0068998336791992,0.0007190704345703,0.201707124710083,40,3,40,0.1,50,3,20,0.1,100,3,40,2,128,64,relu,,40,p0.1_R100_L2_H128_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1941049098968505,0.0070929527282714,0.0007832050323486,0.2032899856567382,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,32,relu,,40,p0.1_R100_L2_H20_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1952278614044189,0.0045459270477294,0.0008130073547363,0.2015349864959716,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,32,relu,,40,p0.1_R100_L2_H20_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1946067810058593,0.0065729618072509,0.0007429122924804,0.2028238773345947,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,32,relu,,40,p0.1_R100_L2_H20_D32_relu
WL,20250928,0.9988095238095238,1.0,0.194216251373291,0.0044500827789306,0.0022881031036376,0.201862096786499,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,32,relu,,40,p0.1_R100_L2_H20_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1952669620513916,0.0065319538116455,0.0007910728454589,0.2039778232574463,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,64,relu,,40,p0.1_R100_L2_H20_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1936278343200683,0.0049550533294677,0.0007848739624023,0.2003288269042968,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,64,relu,,40,p0.1_R100_L2_H20_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1933639049530029,0.0050151348114013,0.0007376670837402,0.2000951766967773,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,64,relu,,40,p0.1_R100_L2_H20_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1937689781188964,0.0051660537719726,0.0007367134094238,0.2005777359008789,40,3,40,0.1,50,3,20,0.1,100,3,40,2,20,64,relu,,40,p0.1_R100_L2_H20_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1925220489501953,0.0068409442901611,0.0009253025054931,0.2016568183898925,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,32,relu,,40,p0.1_R100_L2_H64_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1937038898468017,0.004584789276123,0.0008180141448974,0.2001688480377197,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,32,relu,,40,p0.1_R100_L2_H64_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1939339637756347,0.0050792694091796,0.0008127689361572,0.2007558345794677,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,32,relu,,40,p0.1_R100_L2_H64_D32_relu
WL,20250928,0.9988095238095238,1.0,0.194404125213623,0.0048952102661132,0.0007598400115966,0.2012181282043457,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,32,relu,,40,p0.1_R100_L2_H64_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1889710426330566,0.0068421363830566,0.0007729530334472,0.197922945022583,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,64,relu,,40,p0.1_R100_L2_H64_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1925117969512939,0.005375862121582,0.0007457733154296,0.1995992660522461,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,64,relu,,40,p0.1_R100_L2_H64_D64_relu
WL,20250927,0.9988095238095238,1.0,0.19305419921875,0.0052287578582763,0.0008878707885742,0.2001340389251709,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,64,relu,,40,p0.1_R100_L2_H64_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1926140785217285,0.0055110454559326,0.0007209777832031,0.199753999710083,40,3,40,0.1,50,3,20,0.1,100,3,40,2,64,64,relu,,40,p0.1_R100_L2_H64_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1880159378051757,0.007091999053955,0.0009379386901855,0.1973950862884521,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,32,relu,,40,p0.1_R100_L3_H128_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1913437843322754,0.0044667720794677,0.0007250308990478,0.1975171566009521,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,32,relu,,40,p0.1_R100_L3_H128_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1915352344512939,0.0043220520019531,0.0007250308990478,0.1975538730621338,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,32,relu,,40,p0.1_R100_L3_H128_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1931416988372802,0.0046210289001464,0.000892162322998,0.1995530128479004,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,32,relu,,40,p0.1_R100_L3_H128_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1895439624786377,0.0067293643951416,0.0009407997131347,0.1986167430877685,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,64,relu,,40,p0.1_R100_L3_H128_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1925828456878662,0.0053858757019042,0.0007381439208984,0.1996998786926269,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,64,relu,,40,p0.1_R100_L3_H128_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1929290294647216,0.0051462650299072,0.0008456707000732,0.1998391151428222,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,64,relu,,40,p0.1_R100_L3_H128_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1925292015075683,0.0053749084472656,0.0009098052978515,0.1997387409210205,40,3,40,0.1,50,3,20,0.1,100,3,40,3,128,64,relu,,40,p0.1_R100_L3_H128_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1925048828125,0.0067510604858398,0.0008859634399414,0.2016010284423828,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,32,relu,,40,p0.1_R100_L3_H20_D32_relu
WL,20250926,0.9988095238095238,1.0,0.19228196144104,0.0059268474578857,0.0007679462432861,0.1999638080596923,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,32,relu,,40,p0.1_R100_L3_H20_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1927769184112548,0.0060601234436035,0.0008299350738525,0.2005600929260254,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,32,relu,,40,p0.1_R100_L3_H20_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1921761035919189,0.005814790725708,0.0007309913635253,0.1996650695800781,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,32,relu,,40,p0.1_R100_L3_H20_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1991817951202392,0.0071570873260498,0.0009210109710693,0.2086908817291259,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,64,relu,,40,p0.1_R100_L3_H20_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1916248798370361,0.0066800117492675,0.000784158706665,0.2000577449798584,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,64,relu,,40,p0.1_R100_L3_H20_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1920211315155029,0.0066711902618408,0.000788927078247,0.2004141807556152,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,64,relu,,40,p0.1_R100_L3_H20_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1913321018218994,0.0058901309967041,0.0008339881896972,0.198962926864624,40,3,40,0.1,50,3,20,0.1,100,3,40,3,20,64,relu,,40,p0.1_R100_L3_H20_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1932690143585205,0.0068540573120117,0.000802993774414,0.2023811340332031,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,32,relu,,40,p0.1_R100_L3_H64_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1947331428527832,0.0045387744903564,0.0008063316345214,0.2010660171508789,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,32,relu,,40,p0.1_R100_L3_H64_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1928188800811767,0.0048918724060058,0.0007631778717041,0.1994001865386963,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,32,relu,,40,p0.1_R100_L3_H64_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1911489963531494,0.006800889968872,0.0008177757263183,0.1996810436248779,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,32,relu,,40,p0.1_R100_L3_H64_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1916019916534423,0.0067918300628662,0.0008172988891601,0.2006311416625976,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,64,relu,,40,p0.1_R100_L3_H64_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1934351921081543,0.0061771869659423,0.0007369518280029,0.2013208866119384,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,64,relu,,40,p0.1_R100_L3_H64_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1936440467834472,0.0050029754638671,0.000756025314331,0.2003159523010254,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,64,relu,,40,p0.1_R100_L3_H64_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1937737464904785,0.0068960189819335,0.0008387565612792,0.2024240493774414,40,3,40,0.1,50,3,20,0.1,100,3,40,3,64,64,relu,,40,p0.1_R100_L3_H64_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1907341480255127,0.0068128108978271,0.0009143352508544,0.1999299526214599,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,32,relu,,40,p0.1_R100_L5_H128_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1928138732910156,0.0054218769073486,0.0007598400115966,0.2000110149383545,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,32,relu,,40,p0.1_R100_L5_H128_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1932690143585205,0.0049290657043457,0.0007591247558593,0.1998991966247558,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,32,relu,,40,p0.1_R100_L5_H128_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1922931671142578,0.0060110092163085,0.0010769367218017,0.2003240585327148,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,32,relu,,40,p0.1_R100_L5_H128_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1888329982757568,0.0066828727722167,0.000953197479248,0.1977941989898681,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,64,relu,,40,p0.1_R100_L5_H128_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1914911270141601,0.0048801898956298,0.0007319450378417,0.1980819702148437,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,64,relu,,40,p0.1_R100_L5_H128_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1916511058807373,0.0047097206115722,0.0007328987121582,0.1980049610137939,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,64,relu,,40,p0.1_R100_L5_H128_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1910851001739502,0.0050880908966064,0.000892162322998,0.1979928016662597,40,3,40,0.1,50,3,20,0.1,100,3,40,5,128,64,relu,,40,p0.1_R100_L5_H128_D64_relu
WL,20250925,0.9988095238095238,1.0,0.2020161151885986,0.0069859027862548,0.0008680820465087,0.2113051414489746,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,32,relu,,40,p0.1_R100_L5_H20_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1969268321990966,0.0047559738159179,0.0007658004760742,0.2034192085266113,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,32,relu,,40,p0.1_R100_L5_H20_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1964991092681884,0.0043179988861083,0.0007398128509521,0.2024750709533691,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,32,relu,,40,p0.1_R100_L5_H20_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1970341205596923,0.0046048164367675,0.0007441043853759,0.2032859325408935,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,32,relu,,40,p0.1_R100_L5_H20_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1895949840545654,0.0068550109863281,0.0009431838989257,0.1987650394439697,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,64,relu,,40,p0.1_R100_L5_H20_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1910891532897949,0.0071907043457031,0.0007612705230712,0.2001199722290039,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,64,relu,,40,p0.1_R100_L5_H20_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1914780139923095,0.0064361095428466,0.000870943069458,0.1997408866882324,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,64,relu,,40,p0.1_R100_L5_H20_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1909680366516113,0.0050969123840332,0.0008561611175537,0.1978240013122558,40,3,40,0.1,50,3,20,0.1,100,3,40,5,20,64,relu,,40,p0.1_R100_L5_H20_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1961538791656494,0.0072650909423828,0.0008711814880371,0.2057926654815673,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,32,relu,,40,p0.1_R100_L5_H64_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1949307918548584,0.0048379898071289,0.000939130783081,0.2017369270324707,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,32,relu,,40,p0.1_R100_L5_H64_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1947259902954101,0.0065729618072509,0.0008089542388916,0.2030210494995117,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,32,relu,,40,p0.1_R100_L5_H64_D32_relu
WL,20250928,0.9988095238095238,1.0,0.1928379535675048,0.0061650276184082,0.0007481575012207,0.2006480693817138,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,32,relu,,40,p0.1_R100_L5_H64_D32_relu
WL,20250925,0.9988095238095238,1.0,0.192169189453125,0.0069499015808105,0.0008649826049804,0.201333999633789,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,64,relu,,40,p0.1_R100_L5_H64_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1925961971282959,0.0057718753814697,0.0007450580596923,0.2000977993011474,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,64,relu,,40,p0.1_R100_L5_H64_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1923592090606689,0.0065701007843017,0.0008447170257568,0.2006800174713134,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,64,relu,,40,p0.1_R100_L5_H64_D64_relu
WL,20250928,0.9988095238095238,1.0,0.1918451786041259,0.0060679912567138,0.0007309913635253,0.1995637416839599,40,3,40,0.1,50,3,20,0.1,100,3,40,5,64,64,relu,,40,p0.1_R100_L5_H64_D64_relu
WL,20250925,0.9988095238095238,1.0,0.2179231643676757,0.0071749687194824,0.0009541511535644,0.2275230884552002,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,32,relu,,40,p0.1_R50_L10_H128_D32_relu
WL,20250926,0.9988095238095238,1.0,0.21108078956604,0.0067958831787109,0.000817060470581,0.2196791172027588,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,32,relu,,40,p0.1_R50_L10_H128_D32_relu
WL,20250927,0.9988095238095238,1.0,0.2114708423614502,0.0084810256958007,0.0008230209350585,0.2217199802398681,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,32,relu,,40,p0.1_R50_L10_H128_D32_relu
WL,20250928,0.9988095238095238,1.0,0.2106978893280029,0.010498046875,0.0009849071502685,0.2231380939483642,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,32,relu,,40,p0.1_R50_L10_H128_D32_relu
WL,20250925,0.9988095238095238,1.0,0.1931078433990478,0.0082840919494628,0.0008339881896972,0.2038860321044922,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,64,relu,,40,p0.1_R50_L10_H128_D64_relu
WL,20250926,0.9988095238095238,1.0,0.1959187984466552,0.02065110206604,0.0007729530334472,0.2184488773345947,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,64,relu,,40,p0.1_R50_L10_H128_D64_relu
WL,20250927,0.9988095238095238,1.0,0.1925210952758789,0.0052711963653564,0.0008118152618408,0.1996111869812011,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,64,relu,,40,p0.1_R50_L10_H128_D64_relu
WL,20250928,0.9988095238095238,1.0,0.191141128540039,0.0047659873962402,0.0007491111755371,0.1975650787353515,40,3,40,0.1,50,3,20,0.1,50,3,40,10,128,64,relu,,40,p0.1_R50_L10_H128_D64_relu
WL,20250925,0.9988095238095238,1.0,0.1971681118011474,0.0067441463470458,0.0008480548858642,0.2061328887939453,40,3,40,0.1,50,3,20,0.1,50,3,40,10,20,32,relu,,40,p0.1_R50_L10_H20_D32_relu
WL,20250926,0.9988095238095238,1.0,0.1981410980224609,0.0052940845489501,0.0011239051818847,0.2055468559265136,40,3,40,0.1,50,3,20,0.1,50,3,40,10,20,32,relu,,40,p0.1_R50_L10_H20_D32_relu
WL,20250927,0.9988095238095238,1.0,0.1968979835510254,0.0048577785491943,0.0007591247558593,0.2034330368041992,40,3,40,0.1,50,3,20,0.1,50,3,40,10,20,32,relu,,40,p0.1_R50_L10_H20_D32_relu
